Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](TimeStep),Environment:Site Outdoor Air Wetbulb Temperature [C](TimeStep),Environment:Site Outdoor Air Humidity Ratio [kgWater/kgDryAir](TimeStep),Environment:Site Outdoor Air Barometric Pressure [Pa](TimeStep),WEST ZONE:Zone Air Temperature [C](TimeStep),EAST ZONE:Zone Air Temperature [C](TimeStep),NORTH ZONE:Zone Air Temperature [C](TimeStep),CHILLED WATER LOOP:Plant Supply Side Cooling Demand Rate [W](TimeStep),CHILLED WATER LOOP:Plant Supply Side Heating Demand Rate [W](TimeStep),HOT WATER LOOP:Plant Supply Side Cooling Demand Rate [W](TimeStep),HOT WATER LOOP:Plant Supply Side Heating Demand Rate [W](TimeStep),CHILLED WATER CONDENSER LOOP:Plant Supply Side Cooling Demand Rate [W](TimeStep),CHILLED WATER CONDENSER LOOP:Plant Supply Side Heating Demand Rate [W](TimeStep),REHEAT COIL ZONE 1:Heating Coil Heating Energy [J](TimeStep),REHEAT COIL ZONE 2:Heating Coil Heating Energy [J](TimeStep),REHEAT COIL ZONE 3:Heating Coil Heating Energy [J](TimeStep),DETAILED COOLING COIL:Cooling Coil Total Cooling Energy [J](TimeStep),LITTLE CHILLER:Chiller Evaporator Cooling Rate [W](TimeStep),LITTLE CHILLER:Chiller Evaporator Inlet Temperature [C](TimeStep),LITTLE CHILLER:Chiller Evaporator Outlet Temperature [C](TimeStep),LITTLE CHILLER:Chiller Evaporator Mass Flow Rate [kg/s](TimeStep),LITTLE CHILLER:Chiller Condenser Heat Transfer Rate [W](TimeStep),LITTLE CHILLER:Chiller Condenser Inlet Temperature [C](TimeStep),LITTLE CHILLER:Chiller Condenser Outlet Temperature [C](TimeStep),LITTLE CHILLER:Chiller Condenser Mass Flow Rate [kg/s](TimeStep),BIG CHILLER:Chiller Evaporator Cooling Rate [W](TimeStep),BIG CHILLER:Chiller Evaporator Inlet Temperature [C](TimeStep),BIG CHILLER:Chiller Evaporator Outlet Temperature [C](TimeStep),BIG CHILLER:Chiller Evaporator Mass Flow Rate [kg/s](TimeStep),BIG CHILLER:Chiller Condenser Heat Transfer Rate [W](TimeStep),BIG CHILLER:Chiller Condenser Inlet Temperature [C](TimeStep),BIG CHILLER:Chiller Condenser Outlet Temperature [C](TimeStep),BIG CHILLER:Chiller Condenser Mass Flow Rate [kg/s](TimeStep),BIG TOWER1:Cooling Tower Inlet Temperature [C](TimeStep),BIG TOWER1:Cooling Tower Outlet Temperature [C](TimeStep),BIG TOWER1:Cooling Tower Mass Flow Rate [kg/s](TimeStep),BIG TOWER1:Cooling Tower Heat Transfer Rate [W](TimeStep),BIG TOWER2:Cooling Tower Inlet Temperature [C](TimeStep),BIG TOWER2:Cooling Tower Outlet Temperature [C](TimeStep),BIG TOWER2:Cooling Tower Mass Flow Rate [kg/s](TimeStep),BIG TOWER2:Cooling Tower Heat Transfer Rate [W](TimeStep) 
 01/21  08:30:00,-16.6,-16.6,0.0008974771856968442,98886.0,19.99423582921257,20.00581018146975,19.998325717746324,0.0,0.0,0.0,11426.19821917772,0.0,0.0,1898248.8456672158,2099744.012810409,3121322.710934859,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,10.0,10.0,0.0,0.0,10.0,10.0,0.0,0.0 
 01/21  08:40:00,-16.6,-16.6,0.0008974771856968442,98886.0,19.996111869671489,19.99363321176185,19.995446161650436,0.0,0.0,0.0,11302.381110682076,0.0,0.0,1867570.5767925177,2057312.4825794914,3067727.975520854,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,10.0,10.0,0.0,0.0,10.0,10.0,0.0,0.0 
 01/21  08:50:00,-16.6,-16.6,0.0008974771856968442,98886.0,19.991942130013397,20.00443635125424,20.00785662879996,0.0,0.0,0.0,11257.809037591023,0.0,0.0,1836682.7311960913,2043231.019096577,3046306.010751458,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,10.0,10.0,0.0,0.0,10.0,10.0,0.0,0.0 
 01/21  09:00:00,-16.6,-16.6,0.0008974771856968442,98886.0,20.003670245451564,19.992133363103297,20.00944445388831,0.0,0.0,0.0,11081.687128845604,0.0,0.0,1820726.7482067426,1999553.820293976,3001824.1266682448,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,10.0,10.0,0.0,0.0,10.0,10.0,0.0,0.0 
 01/21  09:10:00,-16.6,-16.6,0.0008974771856968442,98886.0,20.00072926174316,19.99728852005892,19.997392314546717,0.0,0.0,0.0,10930.981972543801,0.0,0.0,1788921.866790082,1984868.244235532,2956881.781197845,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,10.0,10.0,0.0,0.0,10.0,10.0,0.0,0.0 
 01/21  09:20:00,-16.6,-16.6,0.0008974771856968442,98886.0,20.003206147122645,19.994310186417306,20.00048008973197,0.0,0.0,0.0,10845.199015724735,0.0,0.0,1773064.8354151438,1955538.815766445,2934463.452187856,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,10.0,10.0,0.0,0.0,10.0,10.0,0.0,0.0 
 01/21  09:30:00,-16.6,-16.6,0.0008974771856968442,98886.0,19.992853541218108,20.00108082928361,19.991394902930197,0.0,0.0,0.0,10674.700217833324,0.0,0.0,1740556.8353649183,1940594.6763483508,2888283.2634526349,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,10.0,10.0,0.0,0.0,10.0,10.0,0.0,0.0 
 01/21  09:40:00,-16.6,-16.6,0.0008974771856968442,98886.0,19.991005670003227,19.99330295357675,19.989879410849288,0.0,0.0,0.0,10582.13011498683,0.0,0.0,1724379.8303135774,1911694.1191915062,2865295.871490245,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,10.0,10.0,0.0,0.0,10.0,10.0,0.0,0.0 
 01/21  09:50:00,-16.6,-16.6,0.0008974771856968442,98886.0,19.995102415692096,19.995972457095538,19.99517631226429,0.0,0.0,0.0,10502.926751509289,0.0,0.0,1707998.2315392455,1898262.894431713,2841957.3150851696,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,10.0,10.0,0.0,0.0,10.0,10.0,0.0,0.0 
 01/21  10:00:00,-16.6,-16.6,0.0008974771856968442,98886.0,20.000389257353793,20.008251901126177,20.001388696140276,0.0,0.0,0.0,10417.268066745124,0.0,0.0,1691171.5862329913,1884374.5195667213,2817871.5345501156,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,10.0,10.0,0.0,0.0,10.0,10.0,0.0,0.0 
 01/21  10:10:00,-16.6,-16.6,0.0008974771856968442,98886.0,20.005434199384565,20.002664767857757,20.006336760217957,0.0,0.0,0.0,10302.115785092921,0.0,0.0,1674077.5457857643,1856284.6046836163,2793327.4401179684,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,10.0,10.0,0.0,0.0,10.0,10.0,0.0,0.0 
 01/21  10:20:00,-16.6,-16.6,0.0008974771856968442,98886.0,20.00753084882906,20.00315998034563,20.008371481217034,0.0,0.0,0.0,10213.276167133521,0.0,0.0,1657086.5894970655,1842180.5315284723,2768933.127362402,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,10.0,10.0,0.0,0.0,10.0,10.0,0.0,0.0 
 01/21  10:30:00,-16.6,-16.6,0.0008974771856968442,98886.0,20.00752661111844,20.010263142274736,20.008264987523494,0.0,0.0,0.0,10122.530195327425,0.0,0.0,1639983.4972451674,1827988.659624935,2744334.576233834,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,10.0,10.0,0.0,0.0,10.0,10.0,0.0,0.0 
 01/21  10:40:00,-16.6,-16.6,0.0008974771856968442,98886.0,20.006594900772567,19.997809143664474,20.00690220261617,0.0,0.0,0.0,10004.058107411414,0.0,0.0,1622736.3269994665,1799300.291431535,2719478.302560516,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,10.0,10.0,0.0,0.0,10.0,10.0,0.0,0.0 
 01/21  10:50:00,-16.6,-16.6,0.0008974771856968442,98886.0,20.002535283677145,19.99165626060925,20.00272073858625,0.0,0.0,0.0,9913.376318917059,0.0,0.0,1605603.774116468,1785039.1091682006,2694791.2731497019,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,10.0,10.0,0.0,0.0,10.0,10.0,0.0,0.0 
 01/21  11:00:00,-16.6,-16.6,0.0008974771856968442,98886.0,19.996348932620678,19.992542245837386,19.996302414556359,0.0,0.0,0.0,9821.24051398471,0.0,0.0,1588346.315719716,1770678.2018894109,2669877.7053734518,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,10.0,10.0,0.0,0.0,10.0,10.0,0.0,0.0 
 01/21  11:10:00,-16.6,-16.6,0.0008974771856968442,98886.0,19.989305928401718,19.992899503452109,20.000708169788014,0.0,0.0,0.0,9763.215757847145,0.0,0.0,1570930.9702681693,1756181.7177936496,2657471.6861084189,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,10.0,10.0,0.0,0.0,10.0,10.0,0.0,0.0 
 01/21  11:20:00,-16.6,-16.6,0.0008974771856968442,98886.0,20.004031863139063,19.99180188656014,19.998693881870776,0.0,0.0,0.0,9690.681683418254,0.0,0.0,1570985.7107595802,1741414.8938631728,2631920.2741031709,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,10.0,10.0,0.0,0.0,10.0,10.0,0.0,0.0 
 01/21  11:30:00,-16.6,-16.6,0.0008974771856968442,98886.0,20.007560457620028,19.991365695779096,20.003274931318335,0.0,0.0,0.0,9626.361981151196,0.0,0.0,1553091.1851832644,1726307.4014746648,2618761.485242086,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,10.0,10.0,0.0,0.0,10.0,10.0,0.0,0.0 
 01/21  11:40:00,-16.6,-16.6,0.0008974771856968442,98886.0,20.00036390113288,19.99040727529779,20.00011633830724,0.0,0.0,0.0,9519.115719830395,0.0,0.0,1535113.6239460994,1711145.4918383894,2592587.275657575,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,10.0,10.0,0.0,0.0,10.0,10.0,0.0,0.0 
 01/21  11:50:00,-16.6,-16.6,0.0008974771856968442,98886.0,20.00044246166998,19.996340311104118,20.000941567228158,0.0,0.0,0.0,9483.149833866813,0.0,0.0,1526287.525246735,1703764.9415520568,2579763.1259130078,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,10.0,10.0,0.0,0.0,10.0,10.0,0.0,0.0 
 01/21  12:00:00,-16.6,-16.6,0.0008974771856968442,98886.0,20.006972870495728,20.006631164319868,20.007199994020689,0.0,0.0,0.0,9439.697476369216,0.0,0.0,1517196.3989555208,1696099.4814486153,2566491.5043069936,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,10.0,10.0,0.0,0.0,10.0,10.0,0.0,0.0 
 01/21  12:10:00,-16.6,-16.6,0.0008974771856968442,98886.0,20.00033255209316,20.00231701869534,20.004981981161987,0.0,0.0,0.0,9733.684775711032,0.0,0.0,1552855.001018117,1733574.7511968085,2618374.1082277966,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,10.0,10.0,0.0,0.0,10.0,10.0,0.0,0.0 
 01/21  12:20:00,-16.6,-16.6,0.0008974771856968442,98886.0,20.007292764707043,20.00182872956577,20.003312239880026,0.0,0.0,0.0,9649.661063924306,0.0,0.0,1553038.0123603468,1726291.5779510439,2605696.1981417348,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,10.0,10.0,0.0,0.0,10.0,10.0,0.0,0.0 
 01/21  12:30:00,-16.6,-16.6,0.0008974771856968442,98886.0,20.00396014772693,19.998789843467099,20.006135079297264,0.0,0.0,0.0,9551.49467564478,0.0,0.0,1535089.2204820736,1711156.20803889,2592551.687556973,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,10.0,10.0,0.0,0.0,10.0,10.0,0.0,0.0 
 01/21  12:40:00,-16.6,-16.6,0.0008974771856968442,98886.0,20.002023443551406,19.99148860555539,19.996825963535856,0.0,0.0,0.0,9445.928421816614,0.0,0.0,1526138.8927815159,1696018.8086681886,2566338.5401626129,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,10.0,10.0,0.0,0.0,10.0,10.0,0.0,0.0 
 01/21  12:50:00,-16.6,-16.6,0.0008974771856968442,98886.0,20.001612033510328,20.00144710718008,20.00371443066246,0.0,0.0,0.0,9454.677535941604,0.0,0.0,1517343.2534386633,1696291.322917319,2566740.0089436934,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,10.0,10.0,0.0,0.0,10.0,10.0,0.0,0.0 
 01/21  13:00:00,-16.6,-16.6,0.0008974771856968442,98886.0,19.99367717176548,20.002550748222757,19.99942075191567,0.0,0.0,0.0,9333.121680438895,0.0,0.0,1498976.8199303454,1680771.4810679923,2539869.2616608354,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,10.0,10.0,0.0,0.0,10.0,10.0,0.0,0.0 
 01/21  13:10:00,-16.6,-16.6,0.0008974771856968442,98886.0,20.003082699056159,20.005576276003589,20.00233170133754,0.0,0.0,0.0,8927.937258688768,0.0,0.0,1443679.5686899669,1618410.3350818004,2458774.809442138,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,10.0,10.0,0.0,0.0,10.0,10.0,0.0,0.0 
 01/21  13:20:00,-16.6,-16.6,0.0008974771856968442,98886.0,20.000569566937079,20.00220202448572,19.994539874793639,0.0,0.0,0.0,8860.629126466114,0.0,0.0,1424710.1905997184,1602262.614952659,2430790.8205993755,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,10.0,10.0,0.0,0.0,10.0,10.0,0.0,0.0 
 01/21  13:30:00,-16.6,-16.6,0.0008974771856968442,98886.0,20.007080927748939,20.00180233227909,20.001751498499986,0.0,0.0,0.0,8895.195379180159,0.0,0.0,1424893.81090356,1594445.8742237434,2431100.6330464205,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,10.0,10.0,0.0,0.0,10.0,10.0,0.0,0.0 
 01/21  13:40:00,-16.6,-16.6,0.0008974771856968442,98886.0,20.00122824974354,20.00670906392865,19.995066705608264,0.0,0.0,0.0,8794.691800841858,0.0,0.0,1405784.3739836512,1586217.1908006839,2402853.5632950447,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,10.0,10.0,0.0,0.0,10.0,10.0,0.0,0.0 
 01/21  13:50:00,-16.6,-16.6,0.0008974771856968442,98886.0,20.007208313292549,19.99921198881787,20.000925815410427,0.0,0.0,0.0,8793.938750671812,0.0,0.0,1405913.0625040874,1570138.9523734798,2403071.227309013,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,10.0,10.0,0.0,0.0,10.0,10.0,0.0,0.0 
 01/21  14:00:00,-16.6,-16.6,0.0008974771856968442,98886.0,19.999953664262728,20.007834298568356,19.99183676103383,0.0,0.0,0.0,8698.688060747669,0.0,0.0,1386735.1033298164,1570079.3385101278,2374680.7495643415,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,10.0,10.0,0.0,0.0,10.0,10.0,0.0,0.0 
 01/21  14:10:00,-16.6,-16.6,0.0008974771856968442,98886.0,20.004577167589777,20.003297663067437,19.99621339315339,0.0,0.0,0.0,8693.55550148056,0.0,0.0,1386873.8286852346,1553873.911786852,2374915.7057719717,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,10.0,10.0,0.0,0.0,10.0,10.0,0.0,0.0 
 01/21  14:20:00,-16.6,-16.6,0.0008974771856968442,98886.0,19.996220530777017,20.00021930615966,19.999593314171436,0.0,0.0,0.0,8619.886091050286,0.0,0.0,1367537.5185627719,1545585.681291729,2360567.0696228255,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,10.0,10.0,0.0,0.0,10.0,10.0,0.0,0.0 
 01/21  14:30:00,-16.6,-16.6,0.0008974771856968442,98886.0,20.000404715410406,20.000397600059288,19.99619528627095,0.0,0.0,0.0,8581.638248928371,0.0,0.0,1367644.4092319157,1537440.9053637575,2346410.989000563,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,10.0,10.0,0.0,0.0,10.0,10.0,0.0,0.0 
 01/21  14:40:00,-16.6,-16.6,0.0008974771856968442,98886.0,19.990694139172779,20.001349484346329,20.00487180504625,0.0,0.0,0.0,8550.490995810838,0.0,0.0,1348196.1781387593,1529145.2990741416,2346419.5706530327,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,10.0,10.0,0.0,0.0,10.0,10.0,0.0,0.0 
 01/21  14:50:00,-16.6,-16.6,0.0008974771856968442,98886.0,19.994798507506304,20.001432747315158,19.99330145507739,0.0,0.0,0.0,8465.8153000073,0.0,0.0,1348215.6708387219,1520830.5070119366,2317540.186069628,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,10.0,10.0,0.0,0.0,10.0,10.0,0.0,0.0 
 01/21  15:00:00,-16.6,-16.6,0.0008974771856968442,98886.0,20.007226427689856,20.00007003489881,19.994776649432617,0.0,0.0,0.0,8472.730034930091,0.0,0.0,1348321.6766427065,1512576.079996204,2317720.385236709,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,10.0,10.0,0.0,0.0,10.0,10.0,0.0,0.0 
 01/21  15:10:00,-16.6,-16.6,0.0008974771856968442,98886.0,19.997853101453253,20.00022078830538,19.99673394120876,0.0,0.0,0.0,8395.87091135343,0.0,0.0,1328556.9769974035,1504008.9396601706,2302905.7550058846,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,10.0,10.0,0.0,0.0,10.0,10.0,0.0,0.0 
 01/21  15:20:00,-16.6,-16.6,0.0008974771856968442,98886.0,19.99932535350189,19.998887923513924,19.991684194455539,0.0,0.0,0.0,8355.630906071752,0.0,0.0,1328660.0283725423,1495678.7833290382,2288425.173546496,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,10.0,10.0,0.0,0.0,10.0,10.0,0.0,0.0 
 01/21  15:30:00,-16.6,-16.6,0.0008974771856968442,98886.0,19.998960833082618,19.99642605495632,19.99796106451715,0.0,0.0,0.0,8340.135773611622,0.0,0.0,1318852.4820735816,1487274.0302611318,2288545.423595196,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,10.0,10.0,0.0,0.0,10.0,10.0,0.0,0.0 
 01/21  15:40:00,-16.6,-16.6,0.0008974771856968442,98886.0,19.99500653992218,20.005902503661394,19.998251344653416,0.0,0.0,0.0,8292.042861618129,0.0,0.0,1308897.8575464988,1487243.841646306,2273750.1750331905,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,10.0,10.0,0.0,0.0,10.0,10.0,0.0,0.0 
 01/21  15:50:00,-16.6,-16.6,0.0008974771856968442,98886.0,20.002368542674664,19.99787257804706,19.991764968598035,0.0,0.0,0.0,8234.189646879046,0.0,0.0,1308870.189275363,1470126.4140177037,2258882.0023657286,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,10.0,10.0,0.0,0.0,10.0,10.0,0.0,0.0 
 01/21  16:00:00,-16.6,-16.6,0.0008974771856968442,98886.0,20.001619843355589,20.00056842571507,19.997444775145178,0.0,0.0,0.0,8233.086265602955,0.0,0.0,1298981.1469183299,1470219.7049539223,2259013.9386345746,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,10.0,10.0,0.0,0.0,10.0,10.0,0.0,0.0 
 01/21  16:10:00,-16.6,-16.6,0.0008974771856968442,98886.0,19.99852829490445,20.005580573474817,19.99454140872144,0.0,0.0,0.0,8575.457975523344,0.0,0.0,1348306.41958246,1520990.3151384344,2317696.7986280175,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,10.0,10.0,0.0,0.0,10.0,10.0,0.0,0.0 
 01/21  16:20:00,-16.6,-16.6,0.0008974771856968442,98886.0,20.0041775517128,20.002899317052948,19.998264208854875,0.0,0.0,0.0,8524.687246218728,0.0,0.0,1348342.301223725,1512652.6636147993,2317757.8785521097,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,10.0,10.0,0.0,0.0,10.0,10.0,0.0,0.0 
 01/21  16:30:00,-16.6,-16.6,0.0008974771856968442,98886.0,20.00322344555445,19.998145194877908,19.995689436302688,0.0,0.0,0.0,8437.0835452524,0.0,0.0,1338469.1121617864,1504146.7671153036,2303041.597870896,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,10.0,10.0,0.0,0.0,10.0,10.0,0.0,0.0 
 01/21  16:40:00,-16.6,-16.6,0.0008974771856968442,98886.0,19.99538585991756,20.00417751655349,20.000099311308007,0.0,0.0,0.0,8422.2357537045,0.0,0.0,1328728.0984697559,1504255.9573851245,2303202.0047580685,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,10.0,10.0,0.0,0.0,10.0,10.0,0.0,0.0 
 01/21  16:50:00,-16.6,-16.6,0.0008974771856968442,98886.0,19.999707754053217,19.99332566169075,19.996847220804374,0.0,0.0,0.0,8353.504214923414,0.0,0.0,1328721.3719529615,1487304.6521777008,2288531.126556551,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,10.0,10.0,0.0,0.0,10.0,10.0,0.0,0.0 
 01/21  17:00:00,-16.6,-16.6,0.0008974771856968442,98886.0,20.008976373749264,19.993571679605205,20.00056092784358,0.0,0.0,0.0,8363.852438463799,0.0,0.0,1328816.0530422193,1487413.760306371,2288692.226946085,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,10.0,10.0,0.0,0.0,10.0,10.0,0.0,0.0 
 01/21  17:10:00,-16.6,-16.6,0.0008974771856968442,98886.0,17.233448234395597,16.60833835922582,16.678307850574304,0.0,0.0,0.0,210.94138054915454,0.0,0.0,0.0,89248.36395486078,107923.70060336018,0.0,0.0,6.670000000000001,6.670000000000001,0.0,0.0,10.0,10.0,0.0,0.0,6.670000000000001,6.670000000000001,0.0,0.0,10.0,10.0,0.0,10.0,10.0,0.0,0.0,10.0,10.0,0.0,0.0 
 01/21  17:20:00,-16.6,-16.6,0.0008974771856968442,98886.0,16.137092258200576,15.506664297144657,15.555195460364214,0.0,0.0,0.0,219.71926428416948,0.0,0.0,0.0,101267.30094212998,132657.8305930583,0.0,0.0,6.669999999999997,6.669999999999997,0.0,0.0,9.999999999999997,9.999999999999997,0.0,0.0,6.669999999999997,6.669999999999997,0.0,0.0,9.999999999999997,9.999999999999997,0.0,9.999999999999997,9.999999999999997,0.0,0.0,9.999999999999997,9.999999999999997,0.0,0.0 
 01/21  17:30:00,-16.6,-16.6,0.0008974771856968442,98886.0,15.529299229829176,15.100697423030765,15.121202340159588,0.0,0.0,0.0,610.450125425475,0.0,0.0,0.0,263680.3033412162,353143.6347518491,0.0,0.0,6.669999999999996,6.669999999999996,0.0,0.0,9.999999999999997,9.999999999999997,0.0,0.0,6.669999999999996,6.669999999999996,0.0,0.0,9.999999999999997,9.999999999999997,0.0,9.999999999999997,9.999999999999997,0.0,0.0,9.999999999999997,9.999999999999997,0.0,0.0 
 01/21  17:40:00,-16.6,-16.6,0.0008974771856968442,98886.0,15.253280168811541,15.018275313711606,15.019270058538592,0.0,0.0,0.0,968.3223140401176,0.0,0.0,35201.73101639056,389823.3931303116,520185.60943512929,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,10.0,10.0,0.0,0.0,10.0,10.0,0.0,0.0 
 01/21  17:50:00,-16.6,-16.6,0.0008974771856968442,98886.0,15.056572213559761,15.006720067279259,14.998410016774136,0.0,0.0,0.0,1285.4185746879428,0.0,0.0,64324.20655698759,476016.2307398364,635427.7747969268,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,10.0,10.0,0.0,0.0,10.0,10.0,0.0,0.0 
