Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](TimeStep),Environment:Site Outdoor Air Wetbulb Temperature [C](TimeStep),Environment:Site Outdoor Air Humidity Ratio [kgWater/kgDryAir](TimeStep),Environment:Site Outdoor Air Barometric Pressure [Pa](TimeStep),WEST ZONE:Zone Air Temperature [C](TimeStep),EAST ZONE:Zone Air Temperature [C](TimeStep),NORTH ZONE:Zone Air Temperature [C](TimeStep),CHILLED WATER LOOP:Plant Supply Side Cooling Demand Rate [W](TimeStep),CHILLED WATER LOOP:Plant Supply Side Heating Demand Rate [W](TimeStep),HOT WATER LOOP:Plant Supply Side Cooling Demand Rate [W](TimeStep),HOT WATER LOOP:Plant Supply Side Heating Demand Rate [W](TimeStep),CHILLED WATER CONDENSER LOOP:Plant Supply Side Cooling Demand Rate [W](TimeStep),CHILLED WATER CONDENSER LOOP:Plant Supply Side Heating Demand Rate [W](TimeStep),REHEAT COIL ZONE 1:Heating Coil Heating Energy [J](TimeStep),REHEAT COIL ZONE 2:Heating Coil Heating Energy [J](TimeStep),REHEAT COIL ZONE 3:Heating Coil Heating Energy [J](TimeStep),DETAILED COOLING COIL:Cooling Coil Total Cooling Energy [J](TimeStep),LITTLE CHILLER:Chiller Electricity Rate [W](TimeStep),LITTLE CHILLER:Chiller Evaporator Cooling Rate [W](TimeStep),LITTLE CHILLER:Chiller Evaporator Inlet Temperature [C](TimeStep),LITTLE CHILLER:Chiller Evaporator Outlet Temperature [C](TimeStep),LITTLE CHILLER:Chiller Evaporator Mass Flow Rate [kg/s](TimeStep),LITTLE CHILLER:Chiller Condenser Heat Transfer Rate [W](TimeStep),LITTLE CHILLER:Chiller Condenser Inlet Temperature [C](TimeStep),LITTLE CHILLER:Chiller Condenser Outlet Temperature [C](TimeStep),LITTLE CHILLER:Chiller Condenser Mass Flow Rate [kg/s](TimeStep),BIG CHILLER:Chiller Electricity Rate [W](TimeStep),BIG CHILLER:Chiller Evaporator Cooling Rate [W](TimeStep),BIG CHILLER:Chiller Evaporator Inlet Temperature [C](TimeStep),BIG CHILLER:Chiller Evaporator Outlet Temperature [C](TimeStep),BIG CHILLER:Chiller Evaporator Mass Flow Rate [kg/s](TimeStep),BIG CHILLER:Chiller Condenser Heat Transfer Rate [W](TimeStep),BIG CHILLER:Chiller Condenser Inlet Temperature [C](TimeStep),BIG CHILLER:Chiller Condenser Outlet Temperature [C](TimeStep),BIG CHILLER:Chiller Condenser Mass Flow Rate [kg/s](TimeStep),BIG TOWER1:Cooling Tower Inlet Temperature [C](TimeStep),BIG TOWER1:Cooling Tower Outlet Temperature [C](TimeStep),BIG TOWER1:Cooling Tower Mass Flow Rate [kg/s](TimeStep),BIG TOWER1:Cooling Tower Heat Transfer Rate [W](TimeStep),BIG TOWER1:Cooling Tower Fan Electricity Rate [W](TimeStep),BIG TOWER1:Cooling Tower Fan Electricity Energy [J](TimeStep),BIG TOWER2:Cooling Tower Inlet Temperature [C](TimeStep),BIG TOWER2:Cooling Tower Outlet Temperature [C](TimeStep),BIG TOWER2:Cooling Tower Mass Flow Rate [kg/s](TimeStep),BIG TOWER2:Cooling Tower Heat Transfer Rate [W](TimeStep),BIG TOWER2:Cooling Tower Fan Electricity Rate [W](TimeStep),BIG TOWER2:Cooling Tower Fan Electricity Energy [J](TimeStep) 
 01/21  07:30:00,-16.6,-16.6,0.0008974771856968442,98886.0,19.990611245377417,19.99755366176918,20.005974926412855,0.0,0.0,0.0,18497.73502893555,0.0,0.0,3574946.676998616,3167220.604845382,4910758.070925962,0.0,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0 
 01/21  07:40:00,-16.6,-16.6,0.0008974771856968442,98886.0,20.001485718660868,20.007004330387713,19.992456802459988,0.0,0.0,0.0,17696.44261660282,0.0,0.0,3398920.40099288,2985239.819776179,4720530.743194984,0.0,0.0,0.0,6.670000000000003,6.670000000000003,0.0,0.0,10.000000000000004,10.000000000000004,0.0,0.0,0.0,6.670000000000003,6.670000000000003,0.0,0.0,10.000000000000004,10.000000000000004,0.0,10.000000000000004,10.000000000000004,0.0,0.0,0.0,0.0,10.000000000000004,10.000000000000004,0.0,0.0,0.0,0.0 
 01/21  07:50:00,-16.6,-16.6,0.0008974771856968442,98886.0,20.012056983601977,20.00528202651925,20.004951289241455,0.0,0.0,0.0,17661.135669012885,0.0,0.0,3362059.9960637318,2927465.6123203637,4659408.735423929,0.0,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0 
 01/21  08:00:00,-16.6,-16.6,0.0008974771856968442,98886.0,20.007518489620599,20.001775792522357,20.00354412366601,0.0,0.0,0.0,17451.337009437502,0.0,0.0,3324118.5706756894,2887598.3861774329,4595526.029109264,0.0,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0 
 01/21  08:10:00,-16.6,-16.6,0.0008974771856968442,98886.0,20.012063280465168,19.999115468908703,20.010343125706684,0.0,0.0,0.0,10284.474975361882,0.0,0.0,1987243.1021132763,2168351.744064164,3234472.3223357677,0.0,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0 
 01/21  08:20:00,-16.6,-16.6,0.0008974771856968442,98886.0,19.999129444284298,19.99954184891618,19.994529834476287,0.0,0.0,0.0,11190.534146903996,0.0,0.0,1927941.2669572107,2127026.52756418,3152048.835073545,0.0,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0 
 01/21  08:30:00,-16.6,-16.6,0.0008974771856968442,98886.0,19.994235829213105,20.005810181470595,19.998325717746778,0.0,0.0,0.0,11426.198219177564,0.0,0.0,1898248.8456671863,2099744.0128103799,3121322.7109348105,0.0,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0 
 01/21  08:40:00,-16.6,-16.6,0.0008974771856968442,98886.0,19.99611186967193,19.993633211762874,19.995446161650958,0.0,0.0,0.0,11302.381110681881,0.0,0.0,1867570.576792476,2057312.4825794483,3067727.975520786,0.0,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0 
 01/21  08:50:00,-16.6,-16.6,0.0008974771856968442,98886.0,19.991942130013496,20.004436351255028,20.0078566288,0.0,0.0,0.0,11257.80903759089,0.0,0.0,1836682.7311960879,2043231.019096567,3046306.010751458,0.0,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0 
 01/21  09:00:00,-16.6,-16.6,0.0008974771856968442,98886.0,20.003670245451724,19.992133363103848,20.009444453888649,0.0,0.0,0.0,11081.687128845531,0.0,0.0,1820726.7482067303,1999553.8202939642,3001824.1266682248,0.0,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0 
 01/21  09:10:00,-16.6,-16.6,0.0008974771856968442,98886.0,20.00072926174307,19.997288520059639,19.99739231454699,0.0,0.0,0.0,10930.981972543772,0.0,0.0,1788921.866790082,1984868.2442355282,2956881.7811978498,0.0,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0 
 01/21  09:20:00,-16.6,-16.6,0.0008974771856968442,98886.0,20.003206147122716,19.994310186418386,20.00048008973211,0.0,0.0,0.0,10845.199015724666,0.0,0.0,1773064.8354151238,1955538.815766426,2934463.4521878228,0.0,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0 
 01/21  09:30:00,-16.6,-16.6,0.0008974771856968442,98886.0,19.99285354121813,20.00108082928437,19.991394902930077,0.0,0.0,0.0,10674.700217833255,0.0,0.0,1740556.8353649085,1940594.6763483396,2888283.2634526204,0.0,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0 
 01/21  09:40:00,-16.6,-16.6,0.0008974771856968442,98886.0,19.99100567000338,19.99330295357768,19.9898794108495,0.0,0.0,0.0,10582.130114986749,0.0,0.0,1724379.8303135646,1911694.119191488,2865295.871490222,0.0,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0 
 01/21  09:50:00,-16.6,-16.6,0.0008974771856968442,98886.0,19.995102415692064,19.995972457096433,19.995176312264538,0.0,0.0,0.0,10502.926751509223,0.0,0.0,1707998.2315392344,1898262.894431702,2841957.3150851468,0.0,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0 
 01/21  10:00:00,-16.6,-16.6,0.0008974771856968442,98886.0,20.000389257353889,20.008251901127254,20.001388696140567,0.0,0.0,0.0,10417.268066745019,0.0,0.0,1691171.5862329712,1884374.5195666943,2817871.5345500798,0.0,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0 
 01/21  10:10:00,-16.6,-16.6,0.0008974771856968442,98886.0,20.005434199384838,20.00266476785887,20.006336760218188,0.0,0.0,0.0,10302.115785092792,0.0,0.0,1674077.5457857443,1856284.6046835937,2793327.440117933,0.0,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0 
 01/21  10:20:00,-16.6,-16.6,0.0008974771856968442,98886.0,20.00753084882897,20.00315998034656,20.00837148121687,0.0,0.0,0.0,10213.27616713342,0.0,0.0,1657086.5894970517,1842180.5315284637,2768933.1273623846,0.0,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0 
 01/21  10:30:00,-16.6,-16.6,0.0008974771856968442,98886.0,20.007526611118526,20.010263142275627,20.008264987523654,0.0,0.0,0.0,10122.530195327337,0.0,0.0,1639983.497245154,1827988.659624916,2744334.576233813,0.0,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0 
 01/21  10:40:00,-16.6,-16.6,0.0008974771856968442,98886.0,20.006594900772748,19.997809143665259,20.006902202616574,0.0,0.0,0.0,10004.05810741134,0.0,0.0,1622736.3269994562,1799300.291431527,2719478.302560504,0.0,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0 
 01/21  10:50:00,-16.6,-16.6,0.0008974771856968442,98886.0,20.002535283677554,19.991656260610428,20.002720738586917,0.0,0.0,0.0,9913.376318916937,0.0,0.0,1605603.7741164375,1785039.109168161,2694791.2731496558,0.0,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0 
 01/21  11:00:00,-16.6,-16.6,0.0008974771856968442,98886.0,19.996348932621165,19.99254224583892,19.996302414557094,0.0,0.0,0.0,9821.24051398453,0.0,0.0,1588346.3157196788,1770678.2018893639,2669877.70537339,0.0,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0 
 01/21  11:10:00,-16.6,-16.6,0.0008974771856968442,98886.0,19.989305928402105,19.99289950345328,20.000708169788699,0.0,0.0,0.0,9763.215757846956,0.0,0.0,1570930.970268137,1756181.7177936142,2657471.6861083616,0.0,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0 
 01/21  11:20:00,-16.6,-16.6,0.0008974771856968442,98886.0,20.00403186313951,19.99180188656148,19.99869388187136,0.0,0.0,0.0,9690.681683418066,0.0,0.0,1570985.7107595495,1741414.8938631379,2631920.2741031225,0.0,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0 
 01/21  11:30:00,-16.6,-16.6,0.0008974771856968442,98886.0,20.007560457620735,19.991365695781057,20.003274931319138,0.0,0.0,0.0,9626.361981150965,0.0,0.0,1553091.1851832106,1726307.4014745928,2618761.485241998,0.0,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0 
 01/21  11:40:00,-16.6,-16.6,0.0008974771856968442,98886.0,20.000363901133729,19.99040727529935,20.000116338307597,0.0,0.0,0.0,9519.115719830168,0.0,0.0,1535113.6239460642,1711145.491838355,2592587.275657516,0.0,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0 
 01/21  11:50:00,-16.6,-16.6,0.0008974771856968442,98886.0,20.00044246167066,19.996340311105283,20.000941567228375,0.0,0.0,0.0,9483.149833866575,0.0,0.0,1526287.5252467052,1703764.941552023,2579763.1259129608,0.0,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0 
 01/21  12:00:00,-16.6,-16.6,0.0008974771856968442,98886.0,20.00697287049653,20.00663116432132,20.0071999940213,0.0,0.0,0.0,9439.697476368969,0.0,0.0,1517196.3989554779,1696099.4814485589,2566491.50430692,0.0,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0 
 01/21  12:10:00,-16.6,-16.6,0.0008974771856968442,98886.0,20.000332552093896,20.00231701869683,20.004981981162627,0.0,0.0,0.0,9733.684775710775,0.0,0.0,1552855.0010180795,1733574.7511967673,2618374.108227736,0.0,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0 
 01/21  12:20:00,-16.6,-16.6,0.0008974771856968442,98886.0,20.007292764707626,20.001828729567028,20.003312239880527,0.0,0.0,0.0,9649.661063924088,0.0,0.0,1553038.0123603135,1726291.577951011,2605696.1981416826,0.0,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0 
 01/21  12:30:00,-16.6,-16.6,0.0008974771856968442,98886.0,20.00396014772797,19.998789843468928,20.00613507929781,0.0,0.0,0.0,9551.494675644553,0.0,0.0,1535089.220482027,1711156.2080388312,2592551.687556898,0.0,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0 
 01/21  12:40:00,-16.6,-16.6,0.0008974771856968442,98886.0,20.002023443552507,19.991488605557234,19.996825963536144,0.0,0.0,0.0,9445.928421816345,0.0,0.0,1526138.89278147,1696018.8086681367,2566338.5401625388,0.0,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0 
 01/21  12:50:00,-16.6,-16.6,0.0008974771856968442,98886.0,20.001612033511376,20.001447107181997,20.00371443066272,0.0,0.0,0.0,9454.677535941302,0.0,0.0,1517343.2534386176,1696291.3229172638,2566740.008943616,0.0,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0 
 01/21  13:00:00,-16.6,-16.6,0.0008974771856968442,98886.0,19.99367717176641,20.0025507482243,19.99942075191605,0.0,0.0,0.0,9333.12168043863,0.0,0.0,1498976.8199303114,1680771.481067956,2539869.2616607777,0.0,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0 
 01/21  13:10:00,-16.6,-16.6,0.0008974771856968442,98886.0,20.003082699057129,20.00557627600544,20.002331701338105,0.0,0.0,0.0,8927.937258688515,0.0,0.0,1443679.5686899208,1618410.3350817406,2458774.8094420579,0.0,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0 
 01/21  13:20:00,-16.6,-16.6,0.0008974771856968442,98886.0,20.000569566937789,20.002202024487315,19.994539874793987,0.0,0.0,0.0,8860.629126465847,0.0,0.0,1424710.1905996819,1602262.6149526186,2430790.8205993145,0.0,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0 
 01/21  13:30:00,-16.6,-16.6,0.0008974771856968442,98886.0,20.007080927749635,20.00180233228041,20.001751498500174,0.0,0.0,0.0,8895.195379179942,0.0,0.0,1424893.8109035332,1594445.8742237185,2431100.6330463776,0.0,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0 
 01/21  13:40:00,-16.6,-16.6,0.0008974771856968442,98886.0,20.00122824974422,20.006709063930065,19.99506670560866,0.0,0.0,0.0,8794.691800841665,0.0,0.0,1405784.3739836163,1586217.1908006396,2402853.5632949846,0.0,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0 
 01/21  13:50:00,-16.6,-16.6,0.0008974771856968442,98886.0,20.007208313293327,19.999211988819235,20.000925815410797,0.0,0.0,0.0,8793.93875067159,0.0,0.0,1405913.0625040574,1570138.952373446,2403071.22730896,0.0,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0 
 01/21  14:00:00,-16.6,-16.6,0.0008974771856968442,98886.0,19.99995366426359,20.007834298569706,19.991836761033889,0.0,0.0,0.0,8698.68806074746,0.0,0.0,1386735.1033297869,1570079.3385100926,2374680.7495642898,0.0,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0 
 01/21  14:10:00,-16.6,-16.6,0.0008974771856968442,98886.0,20.00457716759057,20.003297663068847,19.996213393153594,0.0,0.0,0.0,8693.555501480352,0.0,0.0,1386873.8286852097,1553873.9117868182,2374915.7057719265,0.0,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0 
 01/21  14:20:00,-16.6,-16.6,0.0008974771856968442,98886.0,19.996220530777646,20.00021930616092,19.999593314171564,0.0,0.0,0.0,8619.886091050099,0.0,0.0,1367537.5185627477,1545585.681291701,2360567.0696227846,0.0,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0 
 01/21  14:30:00,-16.6,-16.6,0.0008974771856968442,98886.0,20.000404715410757,20.0003976000604,19.996195286270696,0.0,0.0,0.0,8581.638248928215,0.0,0.0,1367644.409231897,1537440.9053637416,2346410.989000536,0.0,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0 
 01/21  14:40:00,-16.6,-16.6,0.0008974771856968442,98886.0,19.990694139173013,20.0013494843472,20.004871805045814,0.0,0.0,0.0,8550.49099581074,0.0,0.0,1348196.1781387535,1529145.2990741388,2346419.5706530257,0.0,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0 
 01/21  14:50:00,-16.6,-16.6,0.0008974771856968442,98886.0,19.994798507506727,20.001432747316124,19.993301455077348,0.0,0.0,0.0,8465.815300007222,0.0,0.0,1348215.6708387095,1520830.50701192,2317540.186069608,0.0,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0 
 01/21  15:00:00,-16.6,-16.6,0.0008974771856968442,98886.0,20.0072264276904,20.00007003490001,19.994776649432759,0.0,0.0,0.0,8472.730034929997,0.0,0.0,1348321.6766426815,1512576.079996173,2317720.3852366695,0.0,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0 
 01/21  15:10:00,-16.6,-16.6,0.0008974771856968442,98886.0,19.99785310145368,20.00022078830664,19.996733941208985,0.0,0.0,0.0,8395.870911353308,0.0,0.0,1328556.9769973823,1504008.9396601464,2302905.755005848,0.0,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0 
 01/21  15:20:00,-16.6,-16.6,0.0008974771856968442,98886.0,19.999325353502127,19.998887923514969,19.991684194455478,0.0,0.0,0.0,8355.63090607163,0.0,0.0,1328660.0283725244,1495678.783329019,2288425.17354647,0.0,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0 
 01/21  15:30:00,-16.6,-16.6,0.0008974771856968442,98886.0,19.998960833082696,19.996426054957209,19.997961064516724,0.0,0.0,0.0,8340.135773611528,0.0,0.0,1318852.482073576,1487274.030261128,2288545.4235951865,0.0,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0 
 01/21  15:40:00,-16.6,-16.6,0.0008974771856968442,98886.0,19.995006539922135,20.005902503662104,19.998251344653018,0.0,0.0,0.0,8292.04286161811,0.0,0.0,1308897.8575465065,1487243.841646322,2273750.175033206,0.0,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0 
 01/21  15:50:00,-16.6,-16.6,0.0008974771856968442,98886.0,20.00236854267473,19.99787257804799,19.9917649685982,0.0,0.0,0.0,8234.189646879027,0.0,0.0,1308870.1892753619,1470126.4140177014,2258882.002365722,0.0,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0 
